0.449219,0.338542
0.456055,0.358073
0.456055,0.388021
0.44043,0.423177
0.436523,0.441406
0.436523,0.441406
0.451172,0.454427
0.479492,0.471354
0.521484,0.489583
0.571289,0.515625
0.620117,0.552083
0.668945,0.595052
0.708008,0.640625
0.735352,0.683594
0.754883,0.716146
0.766602,0.755208
0.776367,0.763021
0.777344,0.766927
0.777344,0.769531
0.777344,0.769531
0.776367,0.770833
0.767578,0.778646
0.756836,0.786458
0.74707,0.794271
0.741211,0.799479
0.727539,0.80599
0.705078,0.811198
0.672852,0.815104
0.637695,0.821615
0.576172,0.829427
0.541016,0.839844
0.510742,0.839844
0.487305,0.839844
0.47168,0.839844
0.452148,0.839844
0.436523,0.839844
0.414062,0.839844
0.398438,0.839844
0.380859,0.839844
0.374023,0.842448
0.374023,0.842448
0.373047,0.842448
0.371094,0.842448
0.354492,0.84375
0.333008,0.847656
0.295898,0.851562
0.248047,0.851562
0.198242,0.848958
0.146484,0.84375
0.107422,0.84375
0.0771484,0.84375
0.0605469,0.84375
0.0595703,0.84375
0.0595703,0.84375
0.0595703,0.84375
0.0595703,0.84375
0.0595703,0.84375
0.0595703,0.84375
0.0625,0.84375
0.0820312,0.84375
0.112305,0.84375
0.160156,0.851562
0.253906,0.86849
0.325195,0.882812
0.352539,0.888021
0.404297,0.89974
0.485352,0.914062
0.527344,0.920573
0.555664,0.920573
0.566406,0.920573
0.571289,0.920573
0.574219,0.920573
0.575195,0.919271
0.587891,0.907552
0.606445,0.88151
0.628906,0.846354
0.643555,0.835938
0.648438,0.778646
0.637695,0.730469
0.611328,0.695312
0.551758,0.645833
0.515625,0.627604
0.415039,0.621094
0.352539,0.621094
0.291992,0.628906
0.25293,0.638021
0.230469,0.640625
0.228516,0.636719
0.228516,0.598958
0.229492,0.549479
0.232422,0.503906
0.243164,0.466146
0.259766,0.421875
0.282227,0.335938
0.302734,0.3125
0.316406,0.279948
0.330078,0.255208
0.335938,0.25
0.335938,0.25
0.342773,0.25
0.364258,0.266927
0.394531,0.295573
0.427734,0.322917
0.508789,0.373698
0.537109,0.38151
0.606445,0.420573
0.645508,0.455729
0.671875,0.492188
0.689453,0.523438
0.708008,0.561198
0.723633,0.601562
0.731445,0.636719
0.734375,0.651042
0.736328,0.66276
0.736328,0.66276
0.736328,0.664062
0.735352,0.666667
0.727539,0.679688
0.725586,0.690104
0.725586,0.691406
0.731445,0.699219
0.739258,0.699219
0.763672,0.699219
0.795898,0.696615
0.835938,0.675781
0.878906,0.639323
0.922852,0.583333
0.962891,0.516927
0.984375,0.458333
0.992188,0.434896
0.996094,0.414062
0.99707,0.40625
0.99707,0.397135
0.99707,0.390625
0.994141,0.369792
0.988281,0.363281
0.969727,0.339844
0.957031,0.313802
0.938477,0.27474
0.917969,0.229167
0.891602,0.192708
0.860352,0.169271
0.823242,0.153646
0.767578,0.148438
0.746094,0.140625
0.724609,0.125
0.707031,0.105469
0.697266,0.0833333
0.697266,0.0833333
0.697266,0.0833333
0.697266,0.0833333
0.697266,0.0833333
0.697266,0.0833333
0.696289,0.0833333
0.691406,0.0833333
0.666992,0.0833333
0.645508,0.0833333
0.560547,0.0742188
0.5,0.0742188
0.450195,0.078125
0.421875,0.0859375
0.402344,0.0989583
0.394531,0.108073
0.388672,0.122396
0.386719,0.125
0.383789,0.128906
0.364258,0.184896
0.364258,0.184896
0.363281,0.195312
0.350586,0.25651
0.338867,0.304688
0.334961,0.328125
0.333008,0.33724
0.338867,0.363281
0.359375,0.397135
0.388672,0.446615
0.415039,0.497396
0.456055,0.55599
0.466797,0.582031
0.469727,0.58724
0.472656,0.60026
0.472656,0.614583
0.455078,0.639323
0.419922,0.657552
0.375977,0.68099
0.333008,0.699219
0.285156,0.705729
0.246094,0.705729
0.21582,0.705729
0.192383,0.684896
0.174805,0.66276
0.164062,0.634115
0.161133,0.621094
0.15918,0.59375
0.15918,0.571615
0.170898,0.511719
0.18457,0.490885
0.210938,0.467448
0.239258,0.453125
0.282227,0.447917
0.332031,0.447917
0.379883,0.46875
0.432617,0.510417
0.50293,0.588542
0.519531,0.606771
0.539062,0.640625
0.539062,0.658854
0.538086,0.688802
0.533203,0.708333
0.530273,0.731771
0.530273,0.731771
0.533203,0.734375
0.543945,0.742188
0.561523,0.74349
0.602539,0.74349
0.655273,0.742188
0.707031,0.738281
0.77832,0.72526
0.821289,0.704427
0.875,0.665365
0.892578,0.63151
0.896484,0.580729
0.865234,0.518229
0.816406,0.455729
0.766602,0.389323
0.711914,0.324219
0.65332,0.25
0.603516,0.197917
0.548828,0.139323
0.503906,0.0898438
0.450195,0.0403646
0.421875,0.0299479
0.390625,0.0299479
0.348633,0.0299479
0.31543,0.0299479
0.287109,0.0442708
0.261719,0.0546875
0.241211,0.0611979
0.236328,0.0625
0.234375,0.0625
0.234375,0.0625
0.234375,0.0625
0.234375,0.0625
0.233398,0.0625
0.233398,0.0625
0.220703,0.0742188
0.204102,0.0911458
0.191406,0.0989583
0.149414,0.122396
0.140625,0.125
0.126953,0.138021
0.118164,0.148438
0.114258,0.15625
0.111328,0.16276
0.111328,0.16276
0.110352,0.166667
0.109375,0.178385
0.108398,0.192708
0.12207,0.216146
0.149414,0.264323
0.18457,0.302083
0.220703,0.332031
0.253906,0.358073
0.283203,0.382812
0.314453,0.403646
0.338867,0.420573
0.358398,0.43099
0.368164,0.4375
0.385742,0.447917
0.40625,0.460938
0.430664,0.47526
0.436523,0.47526
0.459961,0.477865
0.496094,0.480469
0.516602,0.485677
0.538086,0.490885
0.545898,0.490885
0.557617,0.492188
0.573242,0.501302
0.594727,0.510417
0.621094,0.527344
0.647461,0.55599
0.668945,0.584635
0.68457,0.610677
0.685547,0.611979
0.685547,0.640625
0.682617,0.652344
0.682617,0.666667
0.682617,0.692708
0.698242,0.710938
0.730469,0.752604
0.773438,0.786458
0.81543,0.813802
0.857422,0.842448
0.899414,0.869792
0.928711,0.894531
0.949219,0.914062
0.951172,0.917969
0.951172,0.917969
0.951172,0.920573
0.953125,0.9375
0.953125,0.960938
0.953125,0.966146
0.956055,0.994792
0.958984,1.01823
0.963867,1.03646
0.967773,1.05729
0.96875,1.05859
0.96875,1.05859
0.96875,1.05859
0.96582,1.05078
0.955078,1.02083
0.951172,1.01302
0.950195,1.01042
0.949219,1.00911
0.949219,1.00391
0.949219,0.989583
0.949219,0.970052
0.949219,0.940104
0.949219,0.908854
0.949219,0.890625
0.948242,0.854167
0.946289,0.841146
0.942383,0.791667
0.94043,0.770833
0.924805,0.735677
0.894531,0.678385
0.859375,0.635417
0.814453,0.592448
0.748047,0.540365
0.725586,0.523438
0.676758,0.496094
0.624023,0.458333
0.567383,0.424479
0.517578,0.391927
0.492188,0.375
0.453125,0.358073
0.413086,0.339844
0.396484,0.325521
0.380859,0.304688
0.370117,0.291667
0.358398,0.276042
0.354492,0.273438
0.354492,0.273438
0.352539,0.272135
0.351562,0.270833
0.342773,0.266927
0.326172,0.252604
0.298828,0.21875
0.25,0.169271
0.21582,0.139323
0.188477,0.11849
0.166016,0.10026
0.148438,0.0807292
0.130859,0.0638021
0.112305,0.0455729
0.0996094,0.0325521
0.0917969,0.0234375
0.0878906,0.0208333
0.0869141,0.0208333
0.0869141,0.0208333
0.0859375,0.0208333
0.0859375,0.0208333
0.0859375,0.0208333
0.0859375,0.0208333
0.0859375,0.0208333
0.0859375,0.0221354
0.0859375,0.0221354
0.0849609,0.0234375
0.0849609,0.0234375
0.0849609,0.0234375
0.0849609,0.0234375
